permno,permco,correlation
12718,53746,0.526343018180203
12719,53747,0.56923685147388
12720,53748,0.084062969203548
12725,53101,-0.920726468415149
12726,53101,0.940468557993837
12727,53101,-0.84652062885758
12728,53101,0.854996817677306
12729,53709,0.846402472118896
12732,53120,0.921601901740363
12733,53120,0.693992608416008
12734,53120,0.862331561986818
12735,53120,0.749801106182516
12736,53120,0.764515515584135
12737,53127,0.627601961165266
12738,53127,0.837451165173432
12739,37493,0.591158261960608
12740,37493,0.374855792981539
12741,53750,0.707195042484509
12742,53751,0.559373709474191
12743,53752,0.531600261937402
12744,50699,0.377993835582798
12745,53753,0.362570165942488
12746,53754,0.3043780002025
12747,53755,0.495870122928578
12748,53756,0.511005410816811
12751,53757,0.371644238106275
12752,52902,0.677912616915394
12753,52902,0.910688115328684
12754,52902,0.9650562761554
12755,53758,0.628838894406497
12756,53759,0.689066420872463
12758,7019,0.699239771529529
12759,53760,0.460064309638177
12760,53761,0.554957935413399
12761,53414,0.915929098274082
12762,53414,0.848529777792452
12763,53414,0.863345580596619
12764,53414,0.903556103939399
12767,53414,0.891020489430017
12768,53414,0.872067207868755
12769,53414,0.510147316613137
12770,53414,0.932381563068569
12771,53414,0.889407317782134
12772,53414,0.696957890726203
12775,53414,0.957564119910617
12776,53414,0.809628309799097
12777,53414,0.92936695978802
12778,53414,0.918963760595046
12779,53414,0.839972286863631
12780,53414,0.83405285262488
12781,21080,0.82447767365116
12782,53762,0.543377423893371
12783,53763,0.600651305768158
12784,53764,0.138894326819051
12785,53766,0.656221824398261
12786,53767,0.590667315551104
12787,53768,0.718121021152654
12788,53769,0.593872710339902
12789,53770,0.366647057544491
12791,53772,0.455060852367094
12792,53773,0.048859200207443
12793,53774,0.34660834635272
12794,53703,0.0878510842319117
12795,53775,0.434857582111561
12796,53776,0.672745789094193
12797,53777,0.577434069581159
12798,53779,0.371155522980405
12799,53780,0.574037901618249
12826,52262,0.84030922689018
12827,53120,0.487083561111223
12828,53803,0.382584242545509
12831,53202,0.322577495215366
12832,53202,0.305527306660147
12833,53202,0.723381353347435
12834,53202,0.857085126229835
12835,53804,0.461536468615981
12836,51965,0.837486025402162
12839,53805,0.41463879009151
12840,53806,0.32755511353093
12841,53807,0.397697817861186
12842,53807,0.565293363639239
12843,53807,0.683816673153642
12844,53807,0.795998923567299
12847,53807,0.837558955885383
12848,53101,0.94504306964616
12849,53101,-0.899906570832518
12850,53101,-0.865157589506379
12851,53101,-0.762724834289115
12852,53101,0.75358308314392
12855,53146,0.767259585121824
12856,53146,0.749048356801112
12857,53146,0.743652172455698
12858,53146,0.765309056723947
12859,53146,0.785882489177781
12860,53146,0.754153310012284
12863,53146,0.801463986651513
12864,53146,0.791359226386419
12865,53808,0.470992080708666
12866,53120,0.864333995255728
12867,53120,0.936918626323711
12868,53127,0.829127789412272
12869,53127,0.787188820603389
12870,37493,0.207832827400546
12871,53823,0.410103663566331
12872,53810,0.719317246609741
12873,53811,0.280401473739899
12874,53171,0.579491852671475
12875,53812,0.790915428570341
12876,53812,0.800385399032168
12877,15120,0.399654719494326
12878,53814,0.264651673340176
12879,53815,0.48235361451633
12880,53816,0.645469738393644
12881,53817,0.158066892823585
12882,53818,0.432325021019568
12883,53819,0.0553594193657849
12884,53820,0.483270199001798
12885,53821,0.519359755553081
12886,53822,0.604847531836434
12887,53824,0.515107685728759
12890,53825,0.380840871487536
12891,53826,0.693986728989423
12892,53827,0.473637724388664
12893,53828,0.642141170207106
12894,53830,0.690884897522819
12895,53831,0.214292491365775
12898,53127,0.758774392227172
12899,50699,0.26317425210041
12900,53833,0.363131999813007
12901,53834,0.854930878231351
12902,50846,0.737362838295441
12903,53835,0.233277240896153
12904,53271,-0.514213157129793
12905,53836,0.646858339818834
12906,53837,0.366694659632961
12907,53838,0.517476671648071
12908,53840,0.536466953716136
12911,50852,0.189431099314729
12912,53841,0.238612979639497
12913,53842,0.527299305340365
12914,53843,0.436236186608071
12915,53844,0.489778903331217
12916,53845,0.404529162300833
12919,53846,0.253383788412525
12920,53847,0.163815143126029
12921,53850,0.232390789781872
12922,53851,0.419968074172231
12923,52262,0.902793104325946
12924,53852,0.441645051560328
12927,53853,0.407221550046008
12946,53862,0.475759573240666
12947,53146,0.878535728872938
12948,53146,0.381680648908417
12949,31600,0.805342613186499
12950,37493,0.848412986962367
12951,37493,0.929497018470775
12952,53863,0.220010308262416
12953,50699,0.837573395968567
12954,53864,0.335321925416189
12955,44040,0.928857244279925
12956,44040,0.915119998588778
12957,53865,0.519340939532444
12959,53867,0.128372540234372
12960,53868,0.334071188808957
12961,53771,-0.0488979806733279
12962,53869,0.36075169409595
12963,53870,0.305675382127012
12964,53848,-0.0570101533508
12965,53871,0.49486008535084
12966,53849,0.0241041960635164
12967,53872,0.0513061351468007
12970,53873,0.580296981922497
12971,53778,-0.110103678899006
12972,34922,0.730219499996694
12973,51965,-0.223294354266824
12974,53874,0.232578993760781
12975,53875,0.894694674728695
12978,53875,0.861109244537215
12979,53875,0.000201707973227033
12980,53875,-0.049579538952793
12981,53876,0.472143849571348
12982,53877,0.662055669915038
12983,53878,-0.270923166744861
12986,53878,0.501101247480882
12987,53878,0.414871980057487
12988,53878,0.657457485266634
12989,53878,-0.585819952303125
12990,53878,-0.0223836256125654
12991,53878,-0.603822788652399
12994,53879,0.480053528211475
12995,52902,0.349670754771351
12996,52902,-0.0775020490132518
12997,39147,0.451144772291293
12998,39147,0.906506373955896
12999,39147,0.899419560616797
13000,53441,0.35269456386992
13001,53441,0.422147902358128
13002,53441,0.42454467256053
13003,53881,-0.250816252320103
13006,53882,-0.148952100501952
13007,53883,-0.128603128755515
13008,53884,0.710403984246085
13009,53884,0.154273099909022
13010,53884,0.521614225137591
13011,53884,0.310045306259235
13013,53885,0.406271912721151
13014,53886,0.160977370172942
13015,53887,0.479440939740541
13016,53202,0.8599827629086
13017,53889,0.204316143250562
13018,53890,0.331484469274248
13019,53892,0.265494746478175
13022,53893,0.283334735570129
13023,31600,0.36976582008349
13024,31600,0.853078060066581
13025,31600,0.907101218682225
13026,37493,0.876449841310079
13027,37493,0.816185349781154
13028,50699,0.0534967700131978
13029,53104,0.832829248771806
13030,53104,-0.841867004925092
13031,53104,0.117633392456846
13032,53104,-0.0627828257689083
13033,53271,0.954735742607393
13034,53894,0.00171978925797503
13035,53896,0.474262256194209
13036,53897,0.382734511419455
13037,53898,0.350947751183922
13038,53899,0.206260942462635
13041,53900,0.456423126835317
13042,53414,0.975967075245827
13043,53414,0.962060869174279
13044,53414,0.966425609919141
13045,53414,0.946554485216883
13046,53901,0.187706150784445
13049,53902,0.270962613048163
13056,121,0.597910716671795
13076,53915,-0.225412140361849
13077,53916,0.395780781849217
13078,53917,0.185271116058512
13079,53918,0.5314806734563
13080,53919,0.470253090355345
13081,53920,0.333693903012025
13082,37493,0.781527475798462
13083,53921,0.0780353356065188
13084,53922,0.504728636206737
13085,53923,-0.0088153514026995
13086,53171,0.740124641609428
13087,53171,0.409276461784342
13088,53171,0.328980089097144
13089,52902,0.845433481381776
13090,52902,0.895163236200972
13091,52902,0.914931860903857
13092,52902,0.836247269098144
13093,53924,0.458997197527808
13094,53414,0.951411232782344
13095,53414,0.900645540542913
13096,53414,0.419023669852515
13097,53925,0.516827456174444
13102,53926,0.782245468827352
13103,53927,0.783811170231008
13104,53928,0.383120195484572
13105,53929,-0.00807122326456191
13106,53930,0.0107029861217496
13107,53931,0.265678156133002
13108,53932,0.281082952079638
13109,53933,0.300711400128356
13110,53934,0.366393473085912
13111,53935,0.355599715628247
13112,21296,-0.215026632856112
13113,53936,0.091659014441686
13114,53120,0.770562763874812
13116,53938,0.725323925321862
13117,53101,0.537602150839123
13118,53101,0.8522262452316
13121,53939,0.427787742703496
13122,53120,0.597010495654159
13123,53940,-0.0945410533661472
13124,53941,0.298749863792646
13125,50699,0.945945902159922
13126,50699,0.868891223156364
13129,50699,0.975560772924515
13130,50699,0.918219005477678
13131,50699,0.621831437963059
13132,50699,0.822642222069557
13133,53942,0.369358766738298
13137,53944,-0.0585645486910353
13138,53944,0.381777481622279
13139,53945,0.349909651497918
13140,53946,0.565135945021753
13142,53948,-0.0601401612204894
13145,53949,0.246275395338348
13159,53958,0.410468703480462
13160,53959,0.532242264688156
13161,53960,0.644796460962883
13162,53961,0.168678480068646
13163,53962,-0.393126544003062
13165,53120,0.71822466824191
13166,53120,0.635172222896684
13167,53963,0.00595611864165289
13168,53964,-0.31305608982552
